June 5, 2018 Consolidated Statewide Direct Primary Election

Report generated on: Monday, June 18, 2018 at 04:27:41 PM


*** Governor - CALIFORNIA (100)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	JOSH JONES	J. BRIBIESCA	GLORIA ESTELA LA RIVA	PETER Y LIU	ANTONIO VILLARAIGOSA	YVONNE GIRARD	ROBERT DAVIDSON GRIFFIS	SHUBHAM GOEL	TRAVIS ALLEN	AKINYEMI AGBEDE	JOHNNY WATTENBURG	NICKOLAS WILDSTAR	DESMOND SILVEIRA	MICHAEL SHELLENBERGER	ZOLTAN ISTVAN	CHRISTOPHER N. CARLSON	THOMAS JEFFERSON CARES	JOHN CHIANG	JOHN H. COX	AMANDA RENTERIA	DELAINE EASTIN	JEFFREY EDWARD TAYLOR	KLEMENT TINAJ	HAKAN ''HAWK'' MIKADO	ALBERT CAESAR MEZZETTI	GAVIN NEWSOM	ROBERT C. NEWMAN, II	WRITE-IN	WRITE-IN K. PEARCE	WRITE-IN VERONIKA FIMBRES	WRITE-IN ARMANDO M. ARREOLA	WRITE-IN ARMAN SOLTANI	WRITE-IN PETER CRAWFORD VALENTINO	Under Vote	Over Vote
Pct 9731	Election Day	9731	1	529	138	26.09	81	5	1	0	2	5	5	24	0	15	0
Pct 9731	VBM	9731	1	529	189	35.73	115	2	0	2	3	4	8	29	1	25	0
Pct 9732 MB	Election Day	9732	1	73	3	4.11	2	0	0	0	0	0	1	0	0	0	0
Pct 9732 MB	VBM	9732	1	73	43	58.90	33	0	0	1	1	0	2	4	0	2	0
Pct 9733 MB	Election Day	9733	1	224	4	1.79	2	0	1	0	0	0	1	0	0	0	0
Pct 9733 MB	VBM	9733	1	224	146	65.18	115	2	0	2	3	3	4	10	0	7	0
Pct 9734	Election Day	9734	1	577	122	21.14	79	3	0	0	4	4	1	15	0	16	0
Pct 9734	VBM	9734	1	577	261	45.23	178	1	1	1	8	3	6	34	0	29	0
Pct 9735	Election Day	9735	1	782	167	21.36	96	3	0	1	5	3	9	15	1	33	1
Pct 9735	VBM	9735	1	782	344	43.99	214	9	3	1	4	9	12	52	0	40	0
Pct 9736	Election Day	9736	1	699	145	20.74	83	7	1	1	6	8	9	12	0	18	0
Pct 9736	VBM	9736	1	699	305	43.63	215	5	1	1	7	11	8	22	0	34	1
Pct 9737	Election Day	9737	1	792	175	22.10	123	5	2	2	3	4	4	14	0	18	0
Pct 9737	VBM	9737	1	792	343	43.31	224	5	3	0	7	11	14	41	0	38	0
Pct 9738	Election Day	9738	1	830	99	11.93	53	2	2	1	1	5	8	16	0	11	0
Pct 9738	VBM	9738	1	830	263	31.69	169	5	5	2	6	5	14	29	1	26	1
Pct 9739	Election Day	9739	1	826	126	15.25	69	6	5	7	6	0	10	11	0	11	1
Pct 9739	VBM	9739	1	826	193	23.37	130	4	2	3	7	9	8	17	0	13	0
Pct 9741	Election Day	9741	1	1022	19	1.86	13	0	0	1	0	2	0	1	0	2	0
Pct 9741	VBM	9741	1	1022	24	2.35	21	1	0	0	0	1	0	0	0	1	0
Pct 9742	Election Day	9742	1	647	134	20.71	74	3	3	3	6	3	7	19	0	16	0
Pct 9742	VBM	9742	1	647	187	28.90	99	3	3	2	7	0	6	34	0	33	0
Pct 9743	Election Day	9743	1	1093	172	15.74	100	5	3	2	4	8	15	11	0	24	0
Pct 9743	VBM	9743	1	1093	317	29.00	194	4	11	4	6	11	20	32	1	34	0
Pct 9744	Election Day	9744	1	902	141	15.63	82	6	3	6	3	6	4	18	0	12	1
Pct 9744	VBM	9744	1	902	234	25.94	127	3	4	2	11	8	16	34	0	28	1
Pct 9745	Election Day	9745	1	934	141	15.10	77	7	2	3	4	9	7	12	1	19	0
Pct 9745	VBM	9745	1	934	205	21.95	122	4	4	1	7	9	18	21	0	19	0
Pct 9746	Election Day	9746	1	867	192	22.15	100	3	2	1	8	8	5	36	1	28	0
Pct 9746	VBM	9746	1	867	334	38.52	199	7	1	3	8	8	10	49	0	46	3
Pct 9747	Election Day	9747	1	940	198	21.06	125	6	3	2	3	13	8	12	0	26	0
Pct 9747	VBM	9747	1	940	323	34.36	206	4	3	2	10	10	14	27	0	47	0
Pct 9748	Election Day	9748	1	913	164	17.96	97	4	1	0	4	6	9	15	1	27	0
Pct 9748	VBM	9748	1	913	342	37.46	201	4	3	5	7	15	10	49	-1	48	1
Pct 9749	Election Day	9749	1	893	143	16.01	66	6	4	4	3	5	19	10	0	26	0
Pct 9749	VBM	9749	1	893	266	29.79	159	3	3	5	12	15	13	15	2	37	2
Pct 9751	Election Day	9751	1	977	157	16.07	88	2	2	3	3	9	11	17	1	21	0
Pct 9751	VBM	9751	1	977	384	39.30	247	5	2	6	12	11	17	36	1	47	0
Pct 9752	Election Day	9752	1	692	143	20.66	86	12	1	0	8	2	8	8	0	18	0
Pct 9752	VBM	9752	1	692	305	44.08	196	5	3	4	6	8	11	31	0	41	0
Pct 9753	Election Day	9753	1	735	148	20.14	97	1	0	0	6	9	9	3	1	22	0
Pct 9753	VBM	9753	1	735	266	36.19	168	3	4	3	7	11	21	16	1	31	1
Pct 9754	Election Day	9754	1	701	169	24.11	117	1	2	6	5	11	2	8	0	17	0
Pct 9754	VBM	9754	1	701	296	42.23	217	6	1	2	4	8	14	17	0	27	0
Pct 9755	Election Day	9755	1	553	120	21.70	87	6	2	2	2	4	4	4	0	9	0
Pct 9755	VBM	9755	1	553	201	36.35	133	3	1	1	7	9	8	25	0	13	1
Pct 9756	Election Day	9756	1	908	126	13.88	74	6	5	2	4	4	6	4	0	21	0
Pct 9756	VBM	9756	1	908	297	32.71	166	3	4	4	9	8	21	41	1	40	0
Pct 9801	Election Day	9801	1	399	76	19.05	43	4	0	0	8	1	4	6	0	10	0
Pct 9801	VBM	9801	1	399	148	37.09	96	2	6	2	3	9	9	8	0	13	0
Pct 9900 MB	Election Day	9900	1	0	0	0.00	0	0	0	0	0	0	0	0	0	0	0
Pct 9900 MB	VBM	9900	1	0	0	0.00	0	0	0	0	0	0	0	0	0	0	0
Pct 9901 MB	Election Day	9901	1	0	0	0.00	0	0	0	0	0	0	0	0	0	0	0
Pct 9901 MB	VBM	9901	1	0	0	0.00	0	0	0	0	0	0	0	0	0	0	0
Pct 9902 MB	Election Day	9902	1	0	0	0.00	0	0	0	0	0	0	0	0	0	0	0
Pct 9902 MB	VBM	9902	1	0	0	0.00	0	0	0	0	0	0	0	0	0	0	0
Grand Totals	Election Day	City:0	604	481991	89755	18.62	58447	2087	1050	1166	1721	3694	3647	4870	177	12808	88
Grand Totals	VBM	City:0	604	481991	163827	33.99	107505	2875	1863	1462	2782	5129	5846	13571	238	22325	231
Grand Totals		City:0	604	481991	253582	52.61	165952	4962	2913	2628	4503	8823	9493	18441	415	35133	319

Secretary of State - CALIFORNIA (120)
District and Neighborhood Totals
DistrictName	ReportingType	DistrictLabel	Precincts	Registration	Ballots Cast	Turnout (%)	ALEX PADILLA	GAIL K. LIGHTFOOT	C.T. WEBER	ERIK RYDBERG	RAUL RODRIGUEZ JR	MICHAEL FEINSTEIN	RUBEN MAJOR	MARK P. MEUSER	WRITE-IN	Under Vote	Over Vote
12TH CONGRESSIONAL DISTRICT		Congressional:12	529	426647	225359	52.82	149510	4396	2450	2344	3701	7828	7993	15286	355	31219	277
13TH CONGRESSIONAL DISTRICT		Congressional:13	1	0	0	0.00	0	0	0	0	0	0	0	0	0	0	0
14TH CONGRESSIONAL DISTRICT		Congressional:14	74	55344	28223	51.00	16442	566	463	284	802	995	1500	3155	60	3914	42
11TH SENATORIAL DISTRICT		Senatorial:11	604	481991	253582	52.61	165952	4962	2913	2628	4503	8823	9493	18441	415	35133	319
17TH ASSEMBLY DISTRICT		Assembly:17	353	280269	147300	52.56	102136	2811	1477	1558	2057	5011	4593	7784	225	19433	215
19TH ASSEMBLY DISTRICT		Assembly:19	251	201722	106282	52.69	63816	2151	1436	1070	2446	3812	4900	10657	190	15700	104
BART DISTRICT 4		BART:4	1	0	0	0.00	0	0	0	0	0	0	0	0	0	0	0
BART DISTRICT 7		BART:7	46	36166	15261	42.20	9635	401	227	158	259	506	703	1010	36	2298	28
BART DISTRICT 8		BART:8	266	215670	112119	51.99	66746	2301	1480	1135	2580	3844	4983	11629	194	17121	106
BART DISTRICT 9		BART:9	291	230155	126202	54.83	89571	2260	1206	1335	1664	4473	3807	5802	185	15714	185
SUPERVISORIAL DISTRICT 1		Supervisorial:1	48	40919	22431	54.82	13753	448	297	284	447	908	1090	1903	44	3238	19
SUPERVISORIAL DISTRICT 2		Supervisorial:2	62	48242	24389	50.56	15341	472	172	114	457	661	837	2724	20	3564	27
SUPERVISORIAL DISTRICT 3		Supervisorial:3	45	38273	18567	48.51	11932	383	184	217	280	542	600	1490	20	2897	22
SUPERVISORIAL DISTRICT 4		Supervisorial:4	48	41216	21994	53.36	12104	474	390	274	586	859	1066	2475	53	3696	17
SUPERVISORIAL DISTRICT 5		Supervisorial:5	67	52114	28694	55.06	20509	553	239	283	258	1118	926	1009	47	3720	32
SUPERVISORIAL DISTRICT 6		Supervisorial:6	48	41151	17498	42.52	11216	466	228	210	263	724	699	1147	27	2476	42
SUPERVISORIAL DISTRICT 7		Supervisorial:7	63	46301	26230	56.65	16384	501	271	257	631	829	989	2834	30	3480	24
SUPERVISORIAL DISTRICT 8		Supervisorial:8	71	56415	36014	63.84	27328	544	207	304	313	1095	768	1173	40	4215	27
SUPERVISORIAL DISTRICT 9		Supervisorial:9	54	41665	22565	54.16	16140	353	255	255	361	812	720	956	47	2623	43
SUPERVISORIAL DISTRICT 10		Supervisorial:10	53	39848	17900	44.92	11333	425	289	208	347	624	778	1109	40	2719	28
SUPERVISORIAL DISTRICT 11		Supervisorial:11	45	35847	17300	48.26	9912	343	381	222	560	651	1020	1621	47	2505	38
CITY/COUNTY OF SAN FRANCISCO		City:0	604	481991	253582	52.61	165952	4962	2913	2628	4503	8823	9493	18441	415	35133	319
BAYVIEW/HUNTERS POINT		Neighborhood:BAYVW/HTRSPT	27	19131	7881	41.19	4623	216	165	94	164	297	449	503	21	1329	20
CHINATOWN		Neighborhood:CHINA	20	16742	8038	48.01	5036	170	71	92	118	234	260	610	9	1430	8
CIVIC CENTER/DOWNTOWN		Neighborhood:CVC CTR/DWTN	33	27631	12231	44.27	7716	297	190	179	203	490	472	883	11	1761	29
DIAMOND HEIGHTS		Neighborhood:DIAMD HTS	9	6857	4487	65.44	3282	79	39	30	59	113	111	235	10	520	9
EXCELSIOR (OUTER MISSION)		Neighborhood:EXCELSIOR	33	26541	12895	48.59	7438	250	279	168	457	478	713	1232	32	1818	30
HAIGHT ASHBURY		Neighborhood:HAIGHT ASH	18	14552	8410	57.79	6316	143	54	75	45	326	208	209	10	1015	9
INGLESIDE		Neighborhood:INGLESIDE	14	11506	5461	47.46	3078	117	124	71	142	215	379	473	18	834	10
INNER SUNSET		Neighborhood:INNER SUNSET	13	9393	5438	57.89	3809	113	50	72	56	206	184	247	9	691	1
LAKE MERCED		Neighborhood:LAKE MERCED	10	8641	3424	39.63	1919	68	53	44	101	126	166	488	6	449	4
LAUREL HEIGHTS/ANZA VISTA		Neighborhood:LRL HTS/ANZA	13	9744	5037	51.69	3343	100	50	30	66	183	217	349	6	684	9
MARINA/PACIFIC HEIGHTS		Neighborhood:MAR/PAC HTS	49	38757	19070	49.20	12035	379	121	82	385	515	635	2132	18	2750	18
MISSION		Neighborhood:MISSION	37	30096	16088	53.46	11856	257	153	190	188	624	485	457	33	1812	33
NOE VALLEY		Neighborhood:NOE VALLEY	19	16415	10583	64.47	8025	144	51	92	99	332	223	374	12	1226	5
NORTH BERNAL HTS		Neighborhood:N BERNAL HTS	12	8622	5494	63.72	4257	70	56	58	42	173	136	123	9	566	4
NORTH EMBARCADERO		Neighborhood:N EMBRCDRO	8	6827	3580	52.44	2330	73	29	42	59	110	112	321	6	496	2
PORTOLA		Neighborhood:PORTOLA	13	8914	4445	49.87	2554	86	68	52	134	155	192	472	15	705	12
POTRERO HILL		Neighborhood:POTRERO HILL	17	15511	7917	51.04	5788	153	63	69	78	227	200	355	11	968	5
RICHMOND		Neighborhood:RICHMOND	41	35688	19724	55.27	11981	397	277	257	400	798	971	1698	39	2889	17
SEA CLIFF/PRESIDIO HEIGHTS		Neighborhood:SECLF/PREHTS	10	7813	4593	58.79	2840	80	34	37	76	140	166	526	5	685	4
SOUTH BERNAL HEIGHT		Neighborhood:S BERNAL HTS	13	9230	5452	59.07	4019	94	49	43	80	174	136	199	7	646	5
SOUTH OF MARKET		Neighborhood:SOMA	27	23278	10026	43.07	6562	262	97	102	141	360	382	701	15	1381	23
SUNSET		Neighborhood:SUNSET	47	40651	21684	53.34	11911	463	387	267	580	846	1050	2459	52	3652	17
UPPER MARKET/EUREKA VALLEY		Neighborhood:UPRMKT/EURKA	22	18424	12111	65.73	9461	175	61	100	78	338	208	304	7	1375	4
VISITATION VALLEY		Neighborhood:VISITA VLY	13	7867	3226	41.01	1712	79	69	48	111	124	172	324	10	574	3
WEST OF TWIN PEAKS		Neighborhood:W TWIN PKS	47	33960	20797	61.24	13203	398	182	177	486	633	727	2205	18	2751	17
WESTERN ADDITION		Neighborhood:WST ADDITION	39	29200	15490	53.05	10858	299	141	157	155	606	539	562	26	2126	21
Grand Totals		City:0	604	481991	253582	52.61	165952	4962	2913	2628	4503	8823	9493	18441	415	35133	319


*** State Controller - CALIFORNIA (125)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	KONSTANTINOS RODITIS	MARY LOU FINLEY	BETTY T. YEE	WRITE-IN	Under Vote	Over Vote
Pct 1101	Election Day	1101	1	544	83	15.26	7	0	55	0	21	0
Pct 1101	VBM	1101	1	544	198	36.40	18	9	142	0	29	0
Pct 1102	Election Day	1102	1	964	188	19.50	10	11	127	0	40	0
Pct 1102	VBM	1102	1	964	337	34.96	33	15	226	0	63	0
Pct 1103	Election Day	1103	1	914	163	17.83	10	7	115	1	30	0
Pct 1103	VBM	1103	1	914	348	38.07	32	7	247	0	62	0
Pct 1104/1105	Election Day	1104	1	953	167	17.52	17	10	102	0	38	0
Pct 1104/1105	VBM	1104	1	953	292	30.64	26	10	204	1	51	0
Pct 1106	Election Day	1106	1	740	113	15.27	9	6	74	0	24	0
Pct 1106	VBM	1106	1	740	231	31.22	23	10	164	2	32	0
Pct 1107	Election Day	1107	1	721	101	14.01	9	5	70	0	17	0
Pct 1107	VBM	1107	1	721	240	33.29	27	12	157	1	43	0
Pct 1108	Election Day	1108	1	882	156	17.69	5	12	98	2	39	0
Pct 1108	VBM	1108	1	882	328	37.19	18	6	255	0	49	0
Pct 1109	Election Day	1109	1	758	124	16.36	7	10	85	0	22	0
Pct 1109	VBM	1109	1	758	265	34.96	25	11	180	2	47	0
Pct 1111	Election Day	1111	1	938	132	14.07	8	8	90	0	26	0
Pct 1111	VBM	1111	1	938	330	35.18	34	14	216	4	62	0
Pct 1112	Election Day	1112	1	702	96	13.68	4	6	58	1	27	0
Pct 1112	VBM	1112	1	702	221	31.48	12	4	157	1	46	1
Pct 1113	Election Day	1113	1	701	82	11.70	6	2	59	1	14	0
Pct 1113	VBM	1113	1	701	272	38.80	22	16	183	2	48	1
Pct 1114	Election Day	1114	1	915	139	15.19	8	13	81	1	36	0
Pct 1114	VBM	1114	1	915	280	30.60	31	12	190	1	46	0
Pct 1115	Election Day	1115	1	835	97	11.62	3	6	72	1	15	0
Pct 1115	VBM	1115	1	835	279	33.41	21	17	186	1	54	0
Pct 1116	Election Day	1116	1	842	141	16.75	5	14	89	1	32	0
Pct 1116	VBM	1116	1	842	275	32.66	14	15	184	1	60	1
Pct 1117	Election Day	1117	1	827	138	16.69	8	16	81	2	31	0
Pct 1117	VBM	1117	1	827	240	29.02	23	9	170	0	38	0
Pct 1118	Election Day	1118	1	974	158	16.22	7	19	104	1	27	0
Pct 1118	VBM	1118	1	974	335	34.39	16	17	228	1	72	1
Pct 1119	Election Day	1119	1	745	97	13.02	6	6	63	2	20	0
Pct 1119	VBM	1119	1	745	274	36.78	21	12	210	0	31	0
Pct 1121	Election Day	1121	1	653	104	15.93	11	5	70	0	18	0
Pct 1121	VBM	1121	1	653	221	33.84	17	15	149	0	40	0
Pct 1122	Election Day	1122	1	607	69	11.37	8	3	47	1	10	0
Pct 1122	VBM	1122	1	607	213	35.09	14	8	142	0	49	0
Pct 1123	Election Day	1123	1	876	118	13.47	1	13	70	1	33	0
Pct 1123	VBM	1123	1	876	254	29.00	22	13	181	2	36	0
Pct 1124	Election Day	1124	1	773	109	14.10	9	8	62	1	28	1
Pct 1124	VBM	1124	1	773	200	25.87	14	10	147	0	29	0
Pct 1125	Election Day	1125	1	987	80	8.11	4	8	47	1	20	0
Pct 1125	VBM	1125	1	987	329	33.33	43	14	222	2	48	0
Pct 1126	Election Day	1126	1	900	92	10.22	4	7	59	1	21	0
Pct 1126	VBM	1126	1	900	292	32.44	21	13	210	2	46	0
Pct 1127	Election Day	1127	1	875	141	16.11	10	8	84	2	37	0
Pct 1127	VBM	1127	1	875	277	31.66	35	9	174	0	59	0
Pct 1128	Election Day	1128	1	813	104	12.79	7	6	70	1	20	0
Pct 1128	VBM	1128	1	813	246	30.26	39	11	150	1	45	0
Pct 1129	Election Day	1129	1	924	120	12.99	11	7	71	0	31	0
Pct 1129	VBM	1129	1	924	274	29.65	29	4	194	1	46	0
Pct 1131	Election Day	1131	1	783	85	10.86	9	3	52	0	21	0
Pct 1131	VBM	1131	1	783	288	36.78	30	4	200	0	54	0
Pct 1132	Election Day	1132	1	910	112	12.31	4	8	76	1	23	0
Pct 1132	VBM	1132	1	910	324	35.60	32	11	213	0	67	1
Pct 1133	Election Day	1133	1	826	99	11.99	10	5	60	0	24	0
Pct 1133	VBM	1133	1	826	292	35.35	29	14	194	4	51	0
Pct 1134	Election Day	1134	1	727	126	17.33	5	8	87	0	26	0
Pct 1134	VBM	1134	1	727	241	33.15	19	5	180	0	37	0
Pct 1135	Election Day	1135	1	511	71	13.89	3	3	47	1	17	0
Pct 1135	VBM	1135	1	511	217	42.47	23	6	150	0	38	0
Pct 1136	Election Day	1136	1	807	97	12.02	11	11	56	1	17	1
Pct 1136	VBM	1136	1	807	287	35.56	31	3	202	0	51	0
Pct 1141	Election Day	1141	1	998	149	14.93	13	8	89	0	39	0
Pct 1141	VBM	1141	1	998	368	36.87	23	21	272	1	51	0
Pct 1142	Election Day	1142	1	822	120	14.60	6	5	74	0	35	0
Pct 1142	VBM	1142	1	822	266	32.36	24	20	174	0	48	0
Pct 1143	Election Day	1143	1	989	147	14.86	6	9	99	1	32	0
Pct 1143	VBM	1143	1	989	311	31.45	34	15	190	3	68	1
Pct 1144	Election Day	1144	1	870	148	17.01	7	11	92	0	36	2
Pct 1144	VBM	1144	1	870	264	30.34	39	9	182	0	34	0
Pct 1145	Election Day	1145	1	879	136	15.47	7	6	88	1	34	0
Pct 1145	VBM	1145	1	879	370	42.09	24	16	272	0	58	0
Pct 1146	Election Day	1146	1	971	124	12.77	6	11	67	1	39	0
Pct 1146	VBM	1146	1	971	326	33.57	25	22	221	0	57	1
Pct 1147	Election Day	1147	1	853	166	19.46	8	13	105	1	39	0
Pct 1147	VBM	1147	1	853	279	32.71	15	16	195	0	52	1
Pct 1148	Election Day	1148	1	918	121	13.18	13	11	59	0	38	0
Pct 1148	VBM	1148	1	918	314	34.20	29	14	222	0	49	0
Pct 1149	Election Day	1149	1	873	148	16.95	15	16	79	0	38	0
Pct 1149	VBM	1149	1	873	285	32.65	22	11	203	1	47	1
Pct 1151 MB	Election Day	1151	1	0	0	0.00	0	0	0	0	0	0
Pct 1151 MB	VBM	1151	1	0	0	0.00	0	0	0	0	0	0
Pct 1152	Election Day	1152	1	838	125	14.92	16	9	68	1	31	0
Pct 1152	VBM	1152	1	838	286	34.13	22	14	201	0	49	0
Pct 1153	Election Day	1153	1	909	139	15.29	17	7	76	0	39	0
Pct 1153	VBM	1153	1	909	306	33.66	31	8	220	0	47	0
Pct 1154 MB	Election Day	1154	1	0	0	0.00	0	0	0	0	0	0
Pct 1154 MB	VBM	1154	1	0	0	0.00	0	0	0	0	0	0
Pct 7001	Election Day	7001	1	735	119	16.19	2	7	87	0	23	0
Pct 7001	VBM	7001	1	735	266	36.19	5	7	192	1	61	0
Pct 7002	Election Day	7002	1	641	132	20.59	0	3	98	0	31	0
Pct 7002	VBM	7002	1	641	173	26.99	17	9	125	0	22	0
Pct 7003	Election Day	7003	1	864	188	21.76	7	10	125	0	46	0
Pct 7003	VBM	7003	1	864	340	39.35	20	10	246	0	62	2
Pct 7004	Election Day	7004	1	835	175	20.96	8	8	114	0	45	0
Pct 7004	VBM	7004	1	835	306	36.65	25	8	225	0	48	0
Pct 7005	Election Day	7005	1	812	180	22.17	4	4	123	0	49	0
Pct 7005	VBM	7005	1	812	295	36.33	14	5	228	0	48	0
Pct 7006	Election Day	7006	1	884	213	24.10	9	13	132	0	59	0
Pct 7006	VBM	7006	1	884	290	32.81	16	15	204	0	55	0
Pct 7007	Election Day	7007	1	916	233	25.44	7	8	160	1	57	0
Pct 7007	VBM	7007	1	916	323	35.26	10	5	242	1	65	0
Pct 7008	Election Day	7008	1	861	187	21.72	10	3	125	0	49	0
Pct 7008	VBM	7008	1	861	345	40.07	26	4	255	1	59	0
Pct 7009	Election Day	7009	1	864	133	15.39	5	6	89	0	33	0
Pct 7009	VBM	7009	1	864	312	36.11	16	11	223	1	61	0
Pct 7011	Election Day	7011	1	976	141	14.45	5	6	95	1	34	0
Pct 7011	VBM	7011	1	976	205	21.00	6	9	148	0	42	0
Pct 7012	Election Day	7012	1	1061	224	21.11	21	7	147	0	49	0
Pct 7012	VBM	7012	1	1061	383	36.10	26	12	273	0	72	0
Pct 7013	Election Day	7013	1	805	132	16.40	5	8	93	1	25	0
Pct 7013	VBM	7013	1	805	251	31.18	13	5	190	1	42	0
Pct 7014	Election Day	7014	1	1213	188	15.50	8	7	143	0	30	0
Pct 7014	VBM	7014	1	1213	434	35.78	21	12	333	0	68	0
Pct 7015 MB	Election Day	7015	1	93	0	0.00	0	0	0	0	0	0
Pct 7015 MB	VBM	7015	1	93	34	36.56	2	1	29	0	2	0
Pct 7016	Election Day	7016	1	891	112	12.57	2	18	62	0	29	1
Pct 7016	VBM	7016	1	891	221	24.80	8	10	147	1	55	0
Pct 7017	Election Day	7017	1	734	79	10.76	2	5	46	0	26	0
Pct 7017	VBM	7017	1	734	167	22.75	5	12	121	0	29	0
Pct 7018	Election Day	7018	1	908	88	9.69	7	10	52	0	19	0
Pct 7018	VBM	7018	1	908	343	37.78	20	15	240	0	68	0
Pct 7019	Election Day	7019	1	864	111	12.85	4	7	66	1	33	0
Pct 7019	VBM	7019	1	864	349	40.39	25	17	253	0	54	0
Pct 7021	Election Day	7021	1	927	129	13.92	4	8	81	1	35	0
Pct 7021	VBM	7021	1	927	220	23.73	15	22	148	0	34	1
Pct 7022	Election Day	7022	1	923	164	17.77	4	14	98	0	48	0
Pct 7022	VBM	7022	1	923	270	29.25	18	13	190	1	48	0
Pct 7023	Election Day	7023	1	906	131	14.46	5	11	81	1	33	0
Pct 7023	VBM	7023	1	906	301	33.22	6	13	204	1	77	0
Pct 7024	Election Day	7024	1	386	30	7.77	0	3	13	1	13	0
Pct 7024	VBM	7024	1	386	47	12.18	4	0	34	0	9	0
Pct 7025	Election Day	7025	1	448	66	14.73	1	13	33	1	18	0
Pct 7025	VBM	7025	1	448	78	17.41	1	9	56	0	12	0
Pct 7026	Election Day	7026	1	971	90	9.27	3	9	56	0	22	0
Pct 7026	VBM	7026	1	971	350	36.05	20	9	252	0	69	0
Pct 7027	Election Day	7027	1	845	136	16.09	6	8	74	2	46	0
Pct 7027	VBM	7027	1	845	271	32.07	17	17	196	0	40	1
Pct 7028	Election Day	7028	1	835	157	18.80	3	16	101	0	37	0
Pct 7028	VBM	7028	1	835	180	21.56	2	11	121	1	45	0
Pct 7029	Election Day	7029	1	855	115	13.45	1	15	67	0	32	0
Pct 7029	VBM	7029	1	855	166	19.42	8	12	116	0	30	0
Pct 7030	Election Day	7030	1	729	94	12.89	14	8	56	0	16	0
Pct 7030	VBM	7030	1	729	277	38.00	28	8	187	1	53	0
Pct 7031	Election Day	7031	1	611	50	8.18	1	5	30	0	14	0
Pct 7031	VBM	7031	1	611	224	36.66	22	12	140	0	50	0
Pct 7032	Election Day	7032	1	867	126	14.53	7	7	69	1	42	0
Pct 7032	VBM	7032	1	867	238	27.45	20	18	155	0	45	0
Pct 7033	Election Day	7033	1	765	135	17.65	12	9	74	3	36	1
Pct 7033	VBM	7033	1	765	181	23.66	5	14	133	0	29	0
Pct 7034	Election Day	7034	1	914	97	10.61	1	12	57	0	27	0
Pct 7034	VBM	7034	1	914	154	16.85	2	14	104	1	33	0
Pct 7035	Election Day	7035	1	553	73	13.20	1	5	38	0	29	0
Pct 7035	VBM	7035	1	553	170	30.74	11	7	118	0	34	0
Pct 7036	Election Day	7036	1	898	52	5.79	6	6	26	0	14	0
Pct 7036	VBM	7036	1	898	265	29.51	23	17	187	0	38	0
Pct 7037	Election Day	7037	1	730	73	10.00	0	6	36	0	31	0
Pct 7037	VBM	7037	1	730	64	8.77	7	5	41	0	11	0
Pct 7038	Election Day	7038	1	880	84	9.55	5	11	44	1	23	0
Pct 7038	VBM	7038	1	880	255	28.98	11	17	182	1	44	0
Pct 7039	Election Day	7039	1	768	111	14.45	14	10	63	0	24	0
Pct 7039	VBM	7039	1	768	225	29.30	15	18	138	4	50	0
Pct 7041 MB	Election Day	7041	1	60	0	0.00	0	0	0	0	0	0
Pct 7041 MB	VBM	7041	1	60	24	40.00	3	0	15	0	6	0
Pct 7042	Election Day	7042	1	632	75	11.87	4	5	55	0	11	0
Pct 7042	VBM	7042	1	632	191	30.22	18	11	125	1	36	0
Pct 7043	Election Day	7043	1	915	97	10.60	3	6	52	0	36	0
Pct 7043	VBM	7043	1	915	282	30.82	10	17	192	0	63	0
Pct 7044	Election Day	7044	1	805	86	10.68	1	7	43	2	33	0
Pct 7044	VBM	7044	1	805	125	15.53	10	7	79	0	29	0
Pct 7045	Election Day	7045	1	763	87	11.40	11	6	46	0	24	0
Pct 7045	VBM	7045	1	763	282	36.96	30	16	171	0	65	0
Pct 7046	Election Day	7046	1	385	54	14.03	4	3	33	1	13	0
Pct 7046	VBM	7046	1	385	136	35.32	12	6	97	0	21	0
Pct 7047	Election Day	7047	1	781	68	8.71	2	3	40	0	23	0
Pct 7047	VBM	7047	1	781	298	38.16	27	8	214	1	48	0
Pct 7048	Election Day	7048	1	815	94	11.53	3	10	60	1	20	0
Pct 7048	VBM	7048	1	815	248	30.43	16	12	171	0	49	0
Pct 7049	Election Day	7049	1	751	108	14.38	9	11	60	1	27	0
Pct 7049	VBM	7049	1	751	241	32.09	18	8	153	1	61	0
Pct 7051	Election Day	7051	1	839	70	8.34	5	5	33	0	27	0
Pct 7051	VBM	7051	1	839	302	36.00	41	13	188	0	60	0
Pct 7052	Election Day	7052	1	806	120	14.89	3	5	84	0	28	0
Pct 7052	VBM	7052	1	806	278	34.49	25	8	199	0	46	0
Pct 7053	Election Day	7053	1	548	44	8.03	4	3	28	0	9	0
Pct 7053	VBM	7053	1	548	205	37.41	20	7	138	0	40	0
Pct 7054	Election Day	7054	1	1024	141	13.77	5	13	86	0	37	0
Pct 7054	VBM	7054	1	1024	275	26.86	18	13	196	0	48	0
Pct 7055	Election Day	7055	1	699	83	11.87	5	3	58	0	17	0
Pct 7055	VBM	7055	1	699	256	36.62	22	9	182	0	43	0
Pct 7101 MB	Election Day	7101	1	141	2	1.42	0	0	2	0	0	0
